,EinheitMastrNummer,DatumLetzteAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer_basic,NichtVorhandenInMigriertenEinheiten,EinheitSystemstatus,NameKraftwerk,NameKraftwerksblock,DatumBaubeginn,AnzeigeEinerStilllegung,ArtDerStilllegung,DatumBeginnVorlaeufigenOderEndgueltigenStilllegung,SteigerungNettonennleistungKombibetrieb,AnlageIstImKombibetrieb,MastrNummernKombibetrieb,NetzreserveAbDatum,SicherheitsbereitschaftAbDatum,Hauptbrennstoff,WeitererHauptbrennstoff,WeitereBrennstoffe,VerknuepfteErzeugungseinheiten,BestandteilGrenzkraftwerk,NettonennleistungDeutschland,AnteiligNutzungsberechtigte,Notstromaggregat,Einsatzort,KwkMastrNummer_extended,Technologie,AusschliesslicheVerwendungImKombibetrieb,NetzbetreiberMastrNummer,Registrierungsdatum,EinheitMastrNummer_extended,DatumLetzteAktualisierung_1,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumBeendigungVorlaeufigenStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus_1,EinheitBetriebsstatus_extended,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten_extended,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_extended,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_extended,Netzbetreiberzuordnungen,Hausnummer_nv,Weic_nv,Kraftwerksnummer_nv,DatenQuelle,DatumDownload,Registrierungsdatum_1,KwkMastrNummer_kwk,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,VerknuepfteEinheiten_kwk,AnlageBetriebsstatus_kwk,AusschreibungZuschlag_kwk,Netzbetreiberzuordnungen_1,DatenQuelle_1,DatumDownload_1,Registrierungsdatum_2,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit,VerknuepfteEinheiten,Frist_nv,WasserrechtAblaufdatum_nv,Netzbetreiberzuordnungen_2,DatenQuelle_2,DatumDownload_2
3944,SEE963125615224,2022-01-31 07:00:02.922624,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE963125615224,2022-01-31 07:00:02.922624,SEL976087229668,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-08-13,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 14,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
4396,SEE991765431447,2020-05-05 10:31:39.853290,,,Verbrennung,,704.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,Küstenkraftwerk K.I.E.L,Küstenkraftwerk K.I.E.L,,,,,,False,,,,Dieselkraftstoff,,,,False,,,True,Kraftwerk,KWK942439510654,Verbrennungsmotor,,,2019-12-20,SEE991765431447,2020-05-05 10:31:39.853290,SEL995043780661,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2019-11-13,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Notstromaggregat,11W0-0000-0163-M,GHKWKIEL,,Mineralölprodukte,704.0,704.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
5011,SEE957354270668,2019-08-07 13:13:21.400023,,,Verbrennung,,5.5,,In Betrieb,,,KWK948183857960,,,,0,Aktiviert,KWK-Anlage Kiel,KWK-Anlage Kiel,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK948183857960,Stirlingmotor,,,2019-04-12,SEE957354270668,2019-08-07 13:13:21.400023,SEL935259576320,1,,ABR964864260638,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24143,,,,,,,,Kiel,,,,,,,,,,2017-03-07,,,,,Aktiviert,In Betrieb,,False,,,,KWK Anlage Kiel,,,,Erdgas,5.5,5.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-04-12,KWK948183857960,,2019-08-07 13:13:21.338017,2017-03-07,,14.7,5.5,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
5154,SEE999181532861,2019-05-28 08:26:38.031669,,,Verbrennung,,5520.0,,In Betrieb,,,KWK962587442805,,SGE913616360744,,0,Aktiviert,Heizkraftwerk Humboldtstraße (HKWH),Heizkraftwerk Humboldtstraße (HKWH),,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK962587442805,Gasturbinen mit Abhitzekessel,,,2019-03-21,SEE999181532861,2019-05-28 08:26:38.031669,SEL971598484421,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Goethestraße,False,14,False,,Kiel,10.126,54.327,,,,,,,,2005-04-27,,,,,Aktiviert,In Betrieb,,False,,,,HKWH Gasturbine 5,,,,Erdgas,5520.0,5424.0,False,,,,True,False,,Volleinspeisung,,SGE913616360744,,False,True,False,bulk,2024-01-08,2019-03-21,KWK962587442805,,2022-12-01 07:52:07.316666,2014-10-01,,41188.0,21519.0,,,,,bulk,2024-01-08,2019-03-21,SGE913616360744,2019-03-21 15:20:07.330293,nach BImSchG i.V.m 13. BImSchV,2012-11-20,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707 - G50/2012/007,,,,,"SEE920193460095, SEE989392899242, SEE939329445868, SEE988190777554, SEE999181532861",True,False,,bulk,2024-01-08
5167,SEE920193460095,2019-05-28 08:26:38.031669,,,Verbrennung,,5520.0,,In Betrieb,,,KWK962587442805,,SGE913616360744,,0,Aktiviert,Heizkraftwerk Humboldtstraße (HKWH),Heizkraftwerk Humboldtstraße (HKWH),,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK962587442805,Gasturbinen mit Abhitzekessel,,,2019-03-21,SEE920193460095,2019-05-28 08:26:38.031669,SEL950833330563,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Goethestraße,False,14,False,,Kiel,10.126,54.327,,,,,,,,2005-04-27,,,,,Aktiviert,In Betrieb,,False,,,,HKWH Gasturbine 6,,,,Erdgas,5520.0,5424.0,False,,,,True,False,,Volleinspeisung,,SGE913616360744,,False,True,False,bulk,2024-01-08,2019-03-21,KWK962587442805,,2022-12-01 07:52:07.316666,2014-10-01,,41188.0,21519.0,,,,,bulk,2024-01-08,2019-03-21,SGE913616360744,2019-03-21 15:20:07.330293,nach BImSchG i.V.m 13. BImSchV,2012-11-20,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707 - G50/2012/007,,,,,"SEE920193460095, SEE989392899242, SEE939329445868, SEE988190777554, SEE999181532861",True,False,,bulk,2024-01-08
5169,SEE989392899242,2019-05-28 08:26:38.031669,,,Verbrennung,,5427.0,,In Betrieb,,,KWK962587442805,,SGE913616360744,,0,Aktiviert,Heizkraftwerk Humboldtstraße (HKWH),Heizkraftwerk Humboldtstraße (HKWH),,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK962587442805,Gasturbinen mit Abhitzekessel,,,2019-03-21,SEE989392899242,2019-05-28 08:26:38.031669,SEL901977434921,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Goethestraße,False,14,False,,Kiel,10.126,54.327,,,,,,,,2014-10-01,,,,,Aktiviert,In Betrieb,,False,,,,HKWH Gasturbine 7,,,,Erdgas,5427.0,5336.0,False,,,,True,False,,Volleinspeisung,,SGE913616360744,,False,True,False,bulk,2024-01-08,2019-03-21,KWK962587442805,,2022-12-01 07:52:07.316666,2014-10-01,,41188.0,21519.0,,,,,bulk,2024-01-08,2019-03-21,SGE913616360744,2019-03-21 15:20:07.330293,nach BImSchG i.V.m 13. BImSchV,2012-11-20,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707 - G50/2012/007,,,,,"SEE920193460095, SEE989392899242, SEE939329445868, SEE988190777554, SEE999181532861",True,False,,bulk,2024-01-08
5170,SEE939329445868,2019-05-28 08:26:38.031669,,,Verbrennung,,5427.0,,In Betrieb,,,KWK962587442805,,SGE913616360744,,0,Aktiviert,Heizkraftwerk Humboldtstraße (HKWH),he,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK962587442805,Gasturbinen mit Abhitzekessel,,,2019-03-21,SEE939329445868,2019-05-28 08:26:38.031669,SEL926410943396,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Goethestraße,False,14,False,,Kiel,10.126,54.327,,,,,,,,2014-10-01,,,,,Aktiviert,In Betrieb,,False,,,,HKWH Gasturbine 8,,,,Erdgas,5427.0,5336.0,False,,,,True,False,,Volleinspeisung,,SGE913616360744,,False,True,False,bulk,2024-01-08,2019-03-21,KWK962587442805,,2022-12-01 07:52:07.316666,2014-10-01,,41188.0,21519.0,,,,,bulk,2024-01-08,2019-03-21,SGE913616360744,2019-03-21 15:20:07.330293,nach BImSchG i.V.m 13. BImSchV,2012-11-20,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707 - G50/2012/007,,,,,"SEE920193460095, SEE989392899242, SEE939329445868, SEE988190777554, SEE999181532861",True,False,,bulk,2024-01-08
7006,SEE975217123562,2019-07-31 12:12:33.685655,,,Verbrennung,,3.9,,In Betrieb,,,KWK902555336811,,,,0,Aktiviert,BHKW,BHKW,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK902555336811,Verbrennungsmotor,,,2019-04-16,SEE975217123562,2019-07-31 12:12:33.685655,SEL919659618217,1,,ABR975721675915,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,,,,,,Kiel,,,,,,,,,,2015-09-15,,,,,Aktiviert,In Betrieb,,False,,,,BHKW,,,,Erdgas,3.9,3.9,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-04-16,KWK902555336811,,2019-07-31 12:12:33.611651,2015-09-15,,12.5,3.9,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
8995,SEE927953346040,2023-08-29 12:30:34.958202,,,Verbrennung,,5.5,,In Betrieb,,,KWK951743699719,,,,0,Aktiviert,Dachs 1,Dachs 1,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK951743699719,Verbrennungsmotor,,,2019-05-22,SEE927953346040,2023-08-29 12:30:34.958202,SEL946030619433,1,,ABR989832543551,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2007-10-02,,,,,Aktiviert,In Betrieb,,False,,,,Dachs 1,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-05-22,KWK951743699719,,2023-08-29 12:30:34.848832,2007-10-02,,12.5,5.5,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
10289,SEE986886856217,2021-02-24 11:19:34.744965,,,Verbrennung,,1.0,,In Betrieb,,,KWK953091903289,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK953091903289,Verbrennungsmotor,,,2019-06-11,SEE986886856217,2021-02-24 11:19:34.744965,SEL962141768136,1,,ABR969453870182,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,,,,,,Kiel,,,,,,,,,,2011-05-30,,,,,Aktiviert,In Betrieb,,False,,,,Ecopower 1.0,,,,Erdgas,1.0,1.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-06-11,KWK953091903289,,2021-02-24 11:19:34.698092,2011-05-30,,2.5,1.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
11311,SEE927760720156,2019-06-26 10:08:48.396531,,,Verbrennung,,6.0,,In Betrieb,,,KWK943757514492,,,,0,Aktiviert,KWK Kiel Rendsburger Landstraße,KWK Kiel Rendsburger Landstraße,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK943757514492,Verbrennungsmotor,,,2019-06-26,SEE927760720156,2019-06-26 10:08:48.396531,SEL987482233440,1,,ABR992420502014,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,,,,,,Kiel,,,,,,,,,,2015-05-12,,,,,Aktiviert,In Betrieb,,False,,,,KWK Kiel Rendsburger Landstraße,,,,Erdgas,6.0,6.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-06-26,KWK943757514492,,2019-06-26 10:08:48.253517,2015-05-12,,13.5,6.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13853,SEE981823843411,2020-11-11 12:27:22.606978,,,Verbrennung,,5.5,,In Betrieb,,,KWK913217172395,,,,0,Aktiviert,BHKW Wellsee Schule,BHKW Wellsee Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK913217172395,Verbrennungsmotor,,,2019-07-31,SEE981823843411,2020-11-11 12:27:22.606978,SEL986869203793,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24145,,,,,,,,Kiel,,,,,,,,,,2010-08-03,,,,,Aktiviert,In Betrieb,,False,,2020-08-03,2020-11-11,BHKW Wellsee Schule,,,,Erdgas,5.5,5.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK913217172395,,2019-07-31 08:09:59.590279,2010-08-03,,12.5,5.5,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13855,SEE998987703635,2021-01-01 04:32:29.994092,,,Verbrennung,,5.5,,In Betrieb,,,KWK978164370263,,,,0,Aktiviert,BHKW Russee Schule Modul 1,BHKW Russee Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK978164370263,Verbrennungsmotor,,,2019-07-31,SEE998987703635,2021-01-01 04:32:29.994092,SEL929372541785,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24111,,,,,,,,Kiel,,,,,,,,,,2010-05-31,,,,,Aktiviert,In Betrieb,,False,,2020-05-05,2020-05-08,BHKW Russee Schule Modul 1,,,,Erdgas,5.5,5.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK978164370263,,2021-01-01 04:32:44.202681,2010-05-31,,25.0,11.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13857,SEE902813964954,2021-01-01 04:32:44.233931,,,Verbrennung,,5.5,,In Betrieb,,,KWK978164370263,,,,0,Aktiviert,BHKW Russee Schule Modul 2,BHKW Russee Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK978164370263,Verbrennungsmotor,,,2019-07-31,SEE902813964954,2021-01-01 04:32:44.233931,SEL974756434610,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24111,,,,,,,,Kiel,,,,,,,,,,2010-05-31,,,,,Aktiviert,In Betrieb,,False,,2020-05-05,2020-05-08,BHKW Russee Schule Modul 2,,,,Erdgas,5.5,5.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK978164370263,,2021-01-01 04:32:44.202681,2010-05-31,,25.0,11.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13860,SEE973360481522,2020-11-11 12:28:57.690097,,,Verbrennung,,5.5,,In Betrieb,,,KWK974642481759,,,,0,Aktiviert,BHKW Uwe-Jens-Lornsen Schule,BHKW Uwe-Jens-Lornsen Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK974642481759,Verbrennungsmotor,,,2019-07-31,SEE973360481522,2020-11-11 12:28:57.690097,SEL904782208220,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,,,,,,Kiel,,,,,,,,,,2010-08-03,,,,,Aktiviert,In Betrieb,,False,,2020-08-03,2020-11-11,BHKW Uwe-Jens-Lornsen Schule,,,,Erdgas,5.5,5.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK974642481759,,2019-07-31 08:24:48.255374,2010-08-03,,12.5,5.5,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13874,SEE903727752750,2019-07-31 08:45:24.746755,,,Verbrennung,,20.0,,In Betrieb,,,KWK938492485602,,,,0,Aktiviert,BHKW Holtenau 3,BHKW Holtenau 3,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK938492485602,Verbrennungsmotor,,,2019-07-31,SEE903727752750,2019-07-31 08:45:24.746755,SEL985980353646,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2012-03-27,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Holtenau 3,,,,Erdgas,20.0,20.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK938492485602,,2019-07-31 08:45:24.563745,2012-03-27,,39.6,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13880,SEE938609753136,2019-07-31 09:01:28.061428,,,Verbrennung,,20.0,,In Betrieb,,,KWK924228216695,,,,0,Aktiviert,BHKW Elmschenhagen 3,BHKW Elmschenhagen 3,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK924228216695,Verbrennungsmotor,,,2019-07-31,SEE938609753136,2019-07-31 09:01:28.061428,SEL968931531591,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24146,,,,,,,,Kiel,,,,,,,,,,2012-03-27,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Elmschenhagen 3,,,,Erdgas,20.0,20.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2019-07-31,KWK924228216695,,2019-07-31 09:01:28.012425,2012-03-27,,39.6,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13884,SEE992642684512,2019-07-31 09:05:52.839841,,,Verbrennung,,50.0,,In Betrieb,,,KWK960327108233,,,,0,Aktiviert,BHKW Elmschenhagen 4,BHKW Elmschenhagen 4,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK960327108233,Verbrennungsmotor,,,2019-07-31,SEE992642684512,2019-07-31 09:05:52.839841,SEL902040264438,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24146,,,Friedlander Weg,False,21,False,,Kiel,10.190999,54.294991,,,,,,,,2014-01-31,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Elmschenhagen 4,,,,Erdgas,50.0,50.0,,,,,False,,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2019-07-31,KWK960327108233,,2019-07-31 09:05:48.754607,2014-01-31,,92.0,50.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13888,SEE966596928466,2019-07-31 09:09:31.562792,,,Verbrennung,,50.0,,In Betrieb,,,KWK937280776649,,,,0,Aktiviert,BHKW Kieler Nachrichten,BHKW Kieler Nachrichten,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK937280776649,Verbrennungsmotor,,,2019-07-31,SEE966596928466,2019-07-31 09:09:31.562792,SEL944740409672,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24145,,,Radewisch,False,2,False,,Kiel,10.13734,54.276782,,,,,,,,2013-08-08,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Kieler Nachrichten,,,,Erdgas,50.0,50.0,,,,,False,,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2019-07-31,KWK937280776649,,2019-07-31 09:09:31.418784,2013-08-08,,92.0,50.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13890,SEE947073311476,2019-07-31 09:13:22.917176,,,Verbrennung,,50.0,,In Betrieb,,,KWK938287163937,,,,0,Aktiviert,BHKW Schilksee 6,BHKW Schilksee 6,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK938287163937,Verbrennungsmotor,,,2019-07-31,SEE947073311476,2019-07-31 09:13:22.917176,SEL995642560787,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,Graf-Luckner-Straße,False,5,False,,Kiel,10.170512,54.41348,,,,,,,,2014-07-04,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Schilksee 6,,,,Erdgas,50.0,50.0,,,,,False,,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2019-07-31,KWK938287163937,,2019-07-31 09:13:22.652170,2014-07-04,,92.0,50.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13907,SEE977362210074,2019-07-31 11:24:08.519513,,,Verbrennung,,50.0,,In Betrieb,,,KWK918087384039,,,,0,Aktiviert,BHKW - Gemeinschaftsschule Friedrichsort,BHKW - Gemeinschaftsschule Friedrichsort,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK918087384039,Verbrennungsmotor,,,2019-07-31,SEE977362210074,2019-07-31 11:24:08.519513,SEL905393813070,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,Steenbarg,False,10,False,,Kiel,10.166572,54.39241,,,,,,,,2016-01-12,,,,,Aktiviert,In Betrieb,,False,,,,BHKW - Gemeinschaftsschule Friedrichsort,,,,Erdgas,50.0,50.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2019-07-31,KWK918087384039,,2019-07-31 11:24:07.990482,2016-01-12,,102.0,50.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13957,SEE904239301566,2019-07-31 14:29:39.839327,,,Verbrennung,,15.0,,In Betrieb,,,KWK985184307971,,,,0,Aktiviert,BHKW - Hermann-Löns-Schule,BHKW - Hermann-Löns-Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK985184307971,Verbrennungsmotor,,,2019-07-31,SEE904239301566,2019-07-31 14:29:39.839327,SEL975669451541,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24147,,,,,,,,Kiel,,,,,,,,,,2015-11-19,,,,,Aktiviert,In Betrieb,,False,,,,BHKW - Hermann-Löns-Schule,,,,Erdgas,15.0,15.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-07-31,KWK985184307971,,2019-07-31 14:29:39.809324,2015-11-19,,31.0,15.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
13958,SEE913036196312,2019-07-31 14:25:34.546473,,,Verbrennung,,9.0,,In Betrieb,,,KWK951307395712,,,,0,Aktiviert,BHKW - Fritz-Reuter-Schule,BHKW - Fritz-Reuter-Schule,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK951307395712,Verbrennungsmotor,,,2019-07-31,SEE913036196312,2019-07-31 14:25:34.546473,SEL979375282079,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2015-07-02,,,,,Aktiviert,In Betrieb,,False,,,,BHKW - Fritz-Reuter-Schule,,,,Erdgas,9.0,9.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-07-31,KWK951307395712,,2019-07-31 14:25:30.722252,2015-07-02,,20.0,9.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
14085,SEE980329015537,2021-01-05 04:34:53.154419,,,Verbrennung,,5.5,,In Betrieb,,,KWK942162835642,,,,0,Aktiviert,BHKW - KTE Russee,BHKW - KTE Russee,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK942162835642,Verbrennungsmotor,,,2019-08-02,SEE980329015537,2021-01-05 04:34:53.154419,SEL946142886327,1,,ABR937952757747,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,,,,,,Kiel,,,,,,,,,,2012-10-02,,,,,Aktiviert,In Betrieb,,False,,,,BHKW - KTE Russee,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2019-08-02,KWK942162835642,,2021-01-05 04:34:53.123171,2012-12-02,,12.5,5.5,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
